frame,x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32
1,0.5499715209007263,-0.07088255882263184,-1.733391523361206,0.9994056224822998,0.5738221406936646,-0.12680888175964355,-1.6680374145507812,0.9988143444061279,0.5931581854820251,-0.1236799955368042,-1.6682500839233398,0.9990014433860779,0.6101275682449341,-0.1184697151184082,-1.6679614782333374,0.9987848401069641,0.5243538022041321,-0.12050509452819824,-1.6631224155426025,0.9989585876464844,0.5091753602027893,-0.11498832702636719,-1.6632705926895142,0.9991322159767151,0.49051743745803833,-0.1073683500289917,-1.66318678855896,0.9989074468612671,0.6439058780670166,-0.06433331966400146,-1.1988626718521118,0.9991361498832703,0.4748527407646179,-0.053911805152893066,-1.1828320026397705,0.9991703033447266,0.5912908315658569,0.01728188991546631,-1.5519391298294067,0.9998487234115601,0.5238618850708008,0.014252662658691406,-1.5487966537475586,0.9998052716255188,0.8285573720932007,0.306098997592926,-0.8238002061843872,0.9997088313102722,0.32613974809646606,0.3313361406326294,-0.8394292593002319,0.9998424053192139,0.9003915786743164,0.8343086838722229,-0.6017429232597351,0.8970975279808044,0.25392863154411316,0.7774609327316284,-0.822442889213562,0.9427528977394104,0.9830981492996216,1.259724736213684,-0.9016801118850708,0.15199248492717743,0.20786413550376892,1.158676266670227,-1.3191944360733032,0.3780333399772644,1.0252470970153809,1.4151992797851562,-1.005326509475708,0.09172545373439789,0.16390374302864075,1.3110976219177246,-1.4604969024658203,0.25900009274482727,0.9762254953384399,1.424203872680664,-1.167332410812378,0.1538689136505127,0.2142050713300705,1.284315586090088,-1.5939078330993652,0.3477049171924591,0.951041042804718,1.3618395328521729,-0.9807600975036621,0.15235140919685364,0.2377709150314331,1.2366082668304443,-1.391008973121643,0.35318508744239807,0.7391835451126099,1.1687177419662476,0.025193244218826294,0.14876490831375122,0.44016513228416443,1.160796046257019,-0.017994320020079613,0.18463291227817535,0.6952011585235596,1.8377957344055176,-0.24134421348571777,0.03836075961589813,0.42154186964035034,1.8384966850280762,-0.3321121335029602,0.045131031423807144,0.6610569953918457,2.3722848892211914,0.4331374168395996,0.011229477822780609,0.3921127915382385,2.4201817512512207,0.08910764008760452,0.018930289894342422,0.6647132635116577,2.4634289741516113,0.4976652264595032,0.007295715622603893,0.3832958936691284,2.512755870819092,0.11690100282430649,0.009219731204211712,0.6061564087867737,2.5547196865081787,0.114332415163517,0.009790207259356976,0.42374300956726074,2.6180529594421387,-0.3696764409542084,0.010977594181895256
2,0.5419690012931824,-0.030840734019875526,-1.3977845907211304,0.9993547797203064,0.562563419342041,-0.06927911937236786,-1.3487945795059204,0.9987431168556213,0.5818237066268921,-0.07166551798582077,-1.349066972732544,0.9989307522773743,0.6025553941726685,-0.10616431385278702,-1.34900963306427,0.9987061023712158,0.5124906301498413,-0.0638146698474884,-1.3344146013259888,0.9988679885864258,0.4964635968208313,-0.06254901736974716,-1.3345376253128052,0.9990383386611938,0.4785107970237732,-0.06082408130168915,-1.3344255685806274,0.9988135695457458,0.6292433142662048,-0.06151740252971649,-0.9261439442634583,0.999042809009552,0.46883147954940796,-0.04699239507317543,-0.8609091639518738,0.9990938901901245,0.5821966528892517,0.035221125930547714,-1.224515676498413,0.9998130798339844,0.5177153944969177,0.037828657776117325,-1.207115650177002,0.9997705817222595,0.8256098628044128,0.3007018268108368,-0.5830107927322388,0.9996601343154907,0.3268539309501648,0.32596641778945923,-0.5498893857002258,0.9998096227645874,0.8966130018234253,0.8105847239494324,-0.5155709981918335,0.8842930197715759,0.23957984149456024,0.7673599720001221,-0.5952964425086975,0.9332430958747864,0.9759174585342407,1.2022031545639038,-0.938144862651825,0.1604403257369995,0.20743879675865173,1.1170281171798706,-1.2352163791656494,0.38056161999702454,1.015992283821106,1.3341766595840454,-1.0682075023651123,0.10129309445619583,0.16597971320152283,1.2439091205596924,-1.3969287872314453,0.2659178078174591,0.9761432409286499,1.3237026929855347,-1.2268879413604736,0.1653377264738083,0.2138090580701828,1.2292444705963135,-1.5171841382980347,0.35400164127349854,0.9510060548782349,1.2753363847732544,-1.021201491355896,0.16270846128463745,0.23675329983234406,1.186706781387329,-1.3071975708007812,0.3577485680580139,0.7395878434181213,1.1758757829666138,0.017083214595913887,0.14006783068180084,0.4403528571128845,1.1715391874313354,-0.008543292060494423,0.17350295186042786,0.7349742650985718,1.838058590888977,-0.25168710947036743,0.03879713639616966,0.4591347277164459,1.8233922719955444,-0.24796469509601593,0.044536612927913666,0.7579423189163208,2.4418981075286865,0.4480195939540863,0.011450261808931828,0.49362412095069885,2.420828104019165,0.27085059881210327,0.018864795565605164,0.7694771885871887,2.5391039848327637,0.5160077214241028,0.007357754744589329,0.49583786725997925,2.5142860412597656,0.3074030876159668,0.009476982057094574,0.7186010479927063,2.634610652923584,0.11397378146648407,0.01049648318439722,0.5251904726028442,2.618044376373291,-0.17522397637367249,0.01175839826464653
3,0.5353371500968933,-0.013274515978991985,-1.4585176706314087,0.9993151426315308,0.5593342781066895,-0.07029538601636887,-1.4049361944198608,0.9986962676048279,0.5794796943664551,-0.07148732990026474,-1.4051839113235474,0.9988884329795837,0.598410427570343,-0.09790302813053131,-1.4049657583236694,0.9986647367477417,0.5068792104721069,-0.06605208665132523,-1.3921096324920654,0.9987911581993103,0.49082547426223755,-0.06434282660484314,-1.3921828269958496,0.9989562034606934,0.47288092970848083,-0.06215560808777809,-1.3920046091079712,0.9987211227416992,0.6256346702575684,-0.05862530693411827,-0.9632148742675781,0.9990041255950928,0.4620288908481598,-0.04224926233291626,-0.9071194529533386,0.9990074634552002,0.5776647925376892,0.052495457231998444,-1.2811088562011719,0.9997954368591309,0.512146532535553,0.05471193045377731,-1.2669997215270996,0.9997435808181763,0.8202837705612183,0.29995912313461304,-0.6065143346786499,0.9996208548545837,0.3263453543186188,0.3226686418056488,-0.5875798463821411,0.9997758269309998,0.8910102844238281,0.8116834163665771,-0.5323359966278076,0.8735066652297974,0.23529548943042755,0.7633947134017944,-0.6188606023788452,0.9259682893753052,0.9747874140739441,1.2360787391662598,-1.0292942523956299,0.16505897045135498,0.19678260385990143,1.1212793588638306,-1.2363098859786987,0.3842502236366272,1.0155837535858154,1.3726050853729248,-1.1663439273834229,0.10647393763065338,0.15194182097911835,1.2514137029647827,-1.4318742752075195,0.27188360691070557,0.9764704704284668,1.3511602878570557,-1.3297805786132812,0.17173241078853607,0.19380596280097961,1.2393498420715332,-1.5610804557800293,0.36003512144088745,0.9510886073112488,1.305576205253601,-1.1168410778045654,0.16886267066001892,0.21987096965312958,1.198404312133789,-1.3237718343734741,0.36328449845314026,0.7370654344558716,1.1933437585830688,0.016571495682001114,0.13037607073783875,0.4315893054008484,1.1849642992019653,-0.0075525217689573765,0.16154414415359497,0.7345453500747681,1.8614177703857422,-0.2816019654273987,0.038924675434827805,0.45587196946144104,1.840017557144165,-0.2630327343940735,0.0440610870718956,0.7581092119216919,2.5045390129089355,0.4432098865509033,0.01165655069053173,0.4824233055114746,2.465363025665283,0.26611143350601196,0.01879238337278366,0.7691910862922668,2.609466791152954,0.5117901563644409,0.007429399993270636,0.48111090064048767,2.566312551498413,0.3035382330417633,0.009667745791375637,0.7197452783584595,2.6944730281829834,0.07020730525255203,0.010837425477802753,0.5186600685119629,2.656390428543091,-0.19677630066871643,0.012026929296553135
4,0.5236057639122009,-0.0009644717210903764,-1.3634507656097412,0.9991847276687622,0.5474406480789185,-0.06518059223890305,-1.320369839668274,0.9985017776489258,0.5694421529769897,-0.06543750315904617,-1.3207378387451172,0.9987289309501648,0.5864385962486267,-0.07849948108196259,-1.3207190036773682,0.9984948039054871,0.4951516091823578,-0.06460719555616379,-1.2975585460662842,0.9985271692276001,0.47359949350357056,-0.047892216593027115,-1.2976114749908447,0.9986949563026428,0.45602649450302124,-0.047246336936950684,-1.2974900007247925,0.9984288811683655,0.6137216687202454,-0.05359509959816933,-0.9221529960632324,0.998838484287262,0.4549652636051178,-0.038942378014326096,-0.8179491758346558,0.998711347579956,0.5645647048950195,0.06200159341096878,-1.1997196674346924,0.9997231960296631,0.49330568313598633,0.0683530643582344,-1.1711714267730713,0.9996439218521118,0.8147002458572388,0.29996055364608765,-0.603692352771759,0.9995774030685425,0.32337966561317444,0.3220190107822418,-0.4888404309749603,0.9997012615203857,0.8875399827957153,0.8275251984596252,-0.5246840119361877,0.8594414591789246,0.235308438539505,0.7620251178741455,-0.4105270504951477,0.907372772693634,0.9303539991378784,1.2372030019760132,-0.9867159128189087,0.16446836292743683,0.19167783856391907,1.1239535808563232,-0.9101560711860657,0.3704441487789154,0.9630856513977051,1.3754196166992188,-1.1385111808776855,0.10885614901781082,0.14616860449314117,1.2576916217803955,-1.043412446975708,0.26563483476638794,0.9302231669425964,1.3601527214050293,-1.2694573402404785,0.17402827739715576,0.1812821626663208,1.2404520511627197,-1.1879911422729492,0.3518436849117279,0.9077671766281128,1.3109863996505737,-1.0637892484664917,0.17033611238002777,0.20869532227516174,1.2001359462738037,-0.9910358190536499,0.35455748438835144,0.7351987361907959,1.1947437524795532,-0.005809309892356396,0.122219018638134,0.42996662855148315,1.1866432428359985,0.015776868909597397,0.1503145396709442,0.7427619099617004,1.8667415380477905,-0.325540155172348,0.04027596488595009,0.46712741255760193,1.8399842977523804,-0.25863292813301086,0.04398433119058609,0.7874940633773804,2.522244930267334,0.31954729557037354,0.01231777761131525,0.5170919299125671,2.468195676803589,0.23774543404579163,0.018938491120934486,0.8034974932670593,2.6243181228637695,0.3798549771308899,0.007555218879133463,0.5219776034355164,2.5668821334838867,0.27275559306144714,0.010005509480834007,0.74366295337677,2.7201032638549805,-0.0729917511343956,0.01195364911109209,0.5470443964004517,2.663266181945801,-0.2144809514284134,0.012918044812977314
5,0.5240304470062256,-0.029566379263997078,-1.3723548650741577,0.99913489818573,0.5482300519943237,-0.06765951961278915,-1.3139780759811401,0.9984368681907654,0.5702304840087891,-0.06623611599206924,-1.3143372535705566,0.9986646771430969,0.5866585373878479,-0.07987505942583084,-1.3140596151351929,0.9984122514724731,0.495687872171402,-0.10227010399103165,-1.3022750616073608,0.9984704852104187,0.47548240423202515,-0.09561901539564133,-1.3024146556854248,0.9986494183540344,0.45666804909706116,-0.09434233605861664,-1.3024576902389526,0.9983882308006287,0.6153361797332764,-0.06143754720687866,-0.8674415349960327,0.9987194538116455,0.45470771193504333,-0.054883185774087906,-0.813831627368927,0.9986610412597656,0.5651552677154541,0.05359189212322235,-1.1938384771347046,0.99968022108078,0.4948943555355072,0.04780485853552818,-1.180049180984497,0.9996063113212585,0.8074509501457214,0.2992415428161621,-0.5475019216537476,0.9994991421699524,0.318149209022522,0.3215227723121643,-0.4864180088043213,0.9996347427368164,0.8730349540710449,0.8291305303573608,-0.5142836570739746,0.8414900898933411,0.23660452663898468,0.7686315178871155,-0.5024117231369019,0.8906756639480591,0.8752964735031128,1.1943742036819458,-1.0088942050933838,0.16288046538829803,0.20759515464305878,1.1415859460830688,-1.0770008563995361,0.3576429784297943,0.8937651515007019,1.322904348373413,-1.1520342826843262,0.10943343490362167,0.16911658644676208,1.2690714597702026,-1.2103854417800903,0.2599336504936218,0.8691536784172058,1.3015880584716797,-1.2847744226455688,0.17420783638954163,0.19159838557243347,1.2515698671340942,-1.347360610961914,0.3462435305118561,0.851335346698761,1.2527556419372559,-1.0839545726776123,0.16931264102458954,0.217182919383049,1.2075355052947998,-1.1520754098892212,0.3465617597103119,0.7327396273612976,1.1945827007293701,-0.004009879194200039,0.11515854299068451,0.4241192936897278,1.1892521381378174,0.013765749521553516,0.14096547663211823,0.7409473061561584,1.8720914125442505,-0.3511786162853241,0.04014531150460243,0.46409016847610474,1.8435338735580444,-0.2591518461704254,0.04319072142243385,0.780935525894165,2.5384416580200195,0.3264027535915375,0.012717329896986485,0.5079125761985779,2.4819459915161133,0.22771890461444855,0.018728867173194885,0.7953599095344543,2.6430113315582275,0.3898143172264099,0.007909798063337803,0.5101856589317322,2.5795235633850098,0.2621484100818634,0.010120346210896969,0.738868236541748,2.73254656791687,-0.0708187073469162,0.012768733315169811,0.5469330549240112,2.677929162979126,-0.2280648946762085,0.013371977023780346
6,0.5249172449111938,-0.0258556567132473,-1.3566778898239136,0.9990318417549133,0.549240231513977,-0.07128585875034332,-1.3004937171936035,0.9982746243476868,0.5703247785568237,-0.07014501094818115,-1.300837755203247,0.998527467250824,0.5866481065750122,-0.08062748610973358,-1.300647497177124,0.9982572197914124,0.49607473611831665,-0.1018642708659172,-1.2902292013168335,0.9982887506484985,0.47706371545791626,-0.09602514654397964,-1.290332317352295,0.998482346534729,0.45878833532333374,-0.0954151600599289,-1.2903075218200684,0.9982070326805115,0.6139165163040161,-0.060516856610774994,-0.8635550737380981,0.998543381690979,0.4515780806541443,-0.05592086538672447,-0.8165714144706726,0.998472273349762,0.5654275417327881,0.05773504450917244,-1.181082010269165,0.9996071457862854,0.49440914392471313,0.050961364060640335,-1.1695390939712524,0.999524712562561,0.8032296895980835,0.2991991639137268,-0.544368326663971,0.9994202256202698,0.31094563007354736,0.31829604506492615,-0.5078844428062439,0.999558687210083,0.8662744760513306,0.829588770866394,-0.506028950214386,0.8270593285560608,0.23268930613994598,0.7685471177101135,-0.4780772626399994,0.8807514309883118,0.8672060966491699,1.1793341636657715,-1.001876950263977,0.16238410770893097,0.21775765717029572,1.1563857793807983,-0.9960137605667114,0.35127782821655273,0.887561023235321,1.3047757148742676,-1.1288434267044067,0.11090187728404999,0.18195274472236633,1.286552906036377,-1.132741093635559,0.2580964267253876,0.8611786961555481,1.2853875160217285,-1.270024061203003,0.17528294026851654,0.20779630541801453,1.2794312238693237,-1.268207311630249,0.3437215983867645,0.8425914645195007,1.2374889850616455,-1.0791151523590088,0.1697053760290146,0.23226456344127655,1.231415867805481,-1.0712885856628418,0.343185156583786,0.7304080724716187,1.1941908597946167,-0.003386627184227109,0.10794974118471146,0.4210844039916992,1.1890796422958374,0.0126075129956007,0.13167747855186462,0.7422422170639038,1.8742538690567017,-0.34818142652511597,0.04136623069643974,0.4650799632072449,1.8465042114257812,-0.27128225564956665,0.043850917369127274,0.7809213399887085,2.547032117843628,0.3034147322177887,0.013369465246796608,0.5083898305892944,2.494211435317993,0.2100873440504074,0.019125275313854218,0.7936969995498657,2.6520040035247803,0.36509940028190613,0.00810471922159195,0.5092931389808655,2.5933797359466553,0.2458454817533493,0.010385865345597267,0.745208203792572,2.746715545654297,-0.08690818399190903,0.013741102069616318,0.5507689714431763,2.6924009323120117,-0.2487145960330963,0.014207624830305576
7,0.5195481181144714,-0.05921285226941109,-1.3135663270950317,0.9990296363830566,0.5405443906784058,-0.0717376172542572,-1.2519025802612305,0.9982616901397705,0.5606628060340881,-0.07228876650333405,-1.2521884441375732,0.9985119104385376,0.5787539482116699,-0.08213184773921967,-1.2521013021469116,0.9982324242591858,0.487727552652359,-0.09994631260633469,-1.2422034740447998,0.9982778429985046,0.4696153998374939,-0.09536116570234299,-1.2423492670059204,0.99847412109375,0.4511300027370453,-0.09496854990720749,-1.2422194480895996,0.9982008337974548,0.6027692556381226,-0.06580855697393417,-0.8003014326095581,0.9985136985778809,0.445516973733902,-0.05700697749853134,-0.7553204298019409,0.9984837770462036,0.5581718683242798,0.04673520103096962,-1.133250117301941,0.9995982646942139,0.49300235509872437,0.04343916475772858,-1.1218936443328857,0.999523401260376,0.7980989813804626,0.29667267203330994,-0.4803059697151184,0.9993975758552551,0.3010610342025757,0.31832125782966614,-0.45085835456848145,0.9995343685150146,0.8672962188720703,0.8295688629150391,-0.4492236077785492,0.824270486831665,0.2285175323486328,0.7762502431869507,-0.48637717962265015,0.8784983158111572,0.8843159675598145,1.1862717866897583,-1.0006613731384277,0.1675485372543335,0.22114387154579163,1.1726986169815063,-1.0769870281219482,0.35196512937545776,0.9102233648300171,1.3171710968017578,-1.113806128501892,0.11419300734996796,0.18954156339168549,1.3086762428283691,-1.2206904888153076,0.258791983127594,0.8782768249511719,1.3030622005462646,-1.2588939666748047,0.17933285236358643,0.22026638686656952,1.3019142150878906,-1.3557212352752686,0.3442468047142029,0.8581221699714661,1.252508521080017,-1.0774600505828857,0.17298085987567902,0.24193283915519714,1.2498809099197388,-1.152174472808838,0.34256279468536377,0.7317677736282349,1.2025647163391113,-0.0033387765288352966,0.10268963128328323,0.4214406907558441,1.2089650630950928,0.012732173316180706,0.12409147620201111,0.7629433870315552,1.8835957050323486,-0.3685395121574402,0.04077652841806412,0.4798414707183838,1.8544929027557373,-0.2791139483451843,0.04233141615986824,0.8241392970085144,2.58048939704895,0.28838425874710083,0.013202412985265255,0.5470517873764038,2.5105478763580322,0.20308652520179749,0.018436718732118607,0.842076301574707,2.6896564960479736,0.35011324286460876,0.007897229865193367,0.5534152388572693,2.610457181930542,0.23796789348125458,0.010120782069861889,0.7870129942893982,2.7825074195861816,-0.11841648817062378,0.013771472498774529,0.5897689461708069,2.70953106880188,-0.25631120800971985,0.014042633585631847
8,0.5265588760375977,-0.09083542227745056,-1.1133595705032349,0.9991002678871155,0.5480750799179077,-0.13724057376384735,-1.0354760885238647,0.9983866810798645,0.577167272567749,-0.08713824301958084,-1.035457968711853,0.998615562915802,0.5965622067451477,-0.09224974364042282,-1.0345765352249146,0.9983551502227783,0.5025018453598022,-0.15057149529457092,-1.0430368185043335,0.998408854007721,0.4822559356689453,-0.1459713578224182,-1.0432666540145874,0.9985923171043396,0.465851366519928,-0.14190451800823212,-1.0432581901550293,0.9983400702476501,0.6204825043678284,-0.0731607973575592,-0.5610468983650208,0.998613178730011,0.44788259267807007,-0.08172716945409775,-0.5982615351676941,0.9986000657081604,0.5600495338439941,0.019185896962881088,-0.9335864186286926,0.9996259808540344,0.49872055649757385,0.007488965522497892,-0.9466804265975952,0.9995567798614502,0.7959216833114624,0.2963525950908661,-0.28968626260757446,0.9994155168533325,0.2985016703605652,0.3181953430175781,-0.36300820112228394,0.9995522499084473,0.8596864938735962,0.8227459788322449,-0.23896118998527527,0.8249675035476685,0.2290661782026291,0.779058039188385,-0.5205367803573608,0.8797544240951538,0.8875800967216492,1.1868590116500854,-0.7185229659080505,0.18119019269943237,0.2271370142698288,1.1810247898101807,-1.2139935493469238,0.3641856014728546,0.9141775369644165,1.3264933824539185,-0.8326928019523621,0.12075208872556686,0.19380080699920654,1.3205631971359253,-1.3921538591384888,0.2676042914390564,0.8800159692764282,1.3120956420898438,-0.9638313055038452,0.18877896666526794,0.22618508338928223,1.3091888427734375,-1.4865446090698242,0.3568914234638214,0.8589009046554565,1.2568694353103638,-0.793761670589447,0.1827738881111145,0.24806222319602966,1.2558305263519287,-1.2805570363998413,0.35433486104011536,0.7317906618118286,1.2092337608337402,0.03250764310359955,0.10207291692495346,0.4146038591861725,1.2109657526016235,-0.022626101970672607,0.12314382940530777,0.7612798810005188,1.9032484292984009,-0.3616960644721985,0.038519199937582016,0.46191835403442383,1.8810535669326782,-0.2778608500957489,0.03995511680841446,0.8085089921951294,2.596688747406006,0.28708183765411377,0.012947602197527885,0.49526447057724,2.543628692626953,0.08154868334531784,0.017726436257362366,0.816292941570282,2.7084922790527344,0.34606361389160156,0.007923493161797523,0.48766088485717773,2.646449089050293,0.10260419547557831,0.009750662371516228,0.7767314910888672,2.797301769256592,-0.09551241993904114,0.013415062800049782,0.5712617635726929,2.7471110820770264,-0.38113635778427124,0.013485537841916084
9,0.5266587734222412,-0.07757943123579025,-1.2650591135025024,0.9991320371627808,0.5485580563545227,-0.13463188707828522,-1.196687936782837,0.9984385371208191,0.576278567314148,-0.09169360250234604,-1.19683039188385,0.9986544251441956,0.5950895547866821,-0.0937260314822197,-1.1963050365447998,0.9983935356140137,0.502675473690033,-0.14564770460128784,-1.1956757307052612,0.9984725713729858,0.4834434390068054,-0.14126820862293243,-1.1958327293395996,0.9986531138420105,0.466935932636261,-0.13731986284255981,-1.1958205699920654,0.9984127879142761,0.6205390691757202,-0.07294899970293045,-0.7353672385215759,0.9986189603805542,0.44947320222854614,-0.0803091749548912,-0.7312727570533752,0.9986564517021179,0.5609957575798035,0.024196820333600044,-1.0853227376937866,0.999622106552124,0.49915456771850586,0.011523831635713577,-1.0861402750015259,0.999560534954071,0.7962782382965088,0.296440064907074,-0.4254480302333832,0.9993415474891663,0.2992897629737854,0.31614920496940613,-0.45500001311302185,0.999517560005188,0.8655891418457031,0.8274924755096436,-0.3467465043067932,0.8031037449836731,0.2290607988834381,0.7746155858039856,-0.549859881401062,0.8685310482978821,0.8971554040908813,1.2002394199371338,-0.7691196799278259,0.1736116111278534,0.2266629934310913,1.190009593963623,-1.241577386856079,0.3512466549873352,0.9299079179763794,1.3420428037643433,-0.8860158920288086,0.11659812182188034,0.19283588230609894,1.3299278020858765,-1.4104756116867065,0.2602482736110687,0.9009817838668823,1.3334418535232544,-1.0231250524520874,0.18290157616138458,0.22386273741722107,1.3221640586853027,-1.525491714477539,0.3494957983493805,0.8772053718566895,1.2772233486175537,-0.8590679168701172,0.17673136293888092,0.2463599443435669,1.2685319185256958,-1.3160139322280884,0.3458327651023865,0.7320164442062378,1.2083361148834229,0.03629861772060394,0.09447228163480759,0.4152529835700989,1.2093664407730103,-0.026159996166825294,0.1140507161617279,0.7585841417312622,1.9012426137924194,-0.35045164823532104,0.037047937512397766,0.46595144271850586,1.8807110786437988,-0.2883259952068329,0.0387352891266346,0.7956129908561707,2.5986578464508057,0.2873309850692749,0.01304725930094719,0.49880915880203247,2.5498368740081787,0.07151713967323303,0.01759868487715721,0.8042108416557312,2.7104122638702393,0.3461640775203705,0.008040539920330048,0.49200719594955444,2.654568672180176,0.09463890641927719,0.009714360348880291,0.7639836668968201,2.798792600631714,-0.11079748719930649,0.01366795040667057,0.5659703016281128,2.7492287158966064,-0.406115859746933,0.013634731061756611
10,0.532719612121582,-0.09721297770738602,-1.2526168823242188,0.999174952507019,0.554643988609314,-0.15998391807079315,-1.1830151081085205,0.99851393699646,0.5791577696800232,-0.1380152404308319,-1.1832058429718018,0.9987166523933411,0.6041690707206726,-0.10439691692590714,-1.1825826168060303,0.9984618425369263,0.5091663599014282,-0.16488665342330933,-1.1825799942016602,0.9985547065734863,0.4919407367706299,-0.16003632545471191,-1.182793378829956,0.9987297654151917,0.47369176149368286,-0.15435223281383514,-1.1829239130020142,0.9985037446022034,0.6240677833557129,-0.08187635987997055,-0.7241570353507996,0.9986626505851746,0.4538380205631256,-0.08355990797281265,-0.7223774194717407,0.9987314939498901,0.5661934614181519,0.020126990973949432,-1.074531078338623,0.9996318221092224,0.5058885812759399,-0.004712163470685482,-1.0760903358459473,0.9995764493942261,0.796594500541687,0.29646116495132446,-0.42760148644447327,0.9993179440498352,0.2987757623195648,0.3142017126083374,-0.45102185010910034,0.9995025992393494,0.8665454983711243,0.8188148736953735,-0.35906389355659485,0.7891074419021606,0.2293742150068283,0.7740766406059265,-0.5376690030097961,0.8597669005393982,0.8900248408317566,1.1737823486328125,-0.7871986627578735,0.16881096363067627,0.23138916492462158,1.185084581375122,-1.155657172203064,0.33998626470565796,0.914039134979248,1.302450180053711,-0.899908185005188,0.11362329125404358,0.19969399273395538,1.3221766948699951,-1.3065818548202515,0.2530539631843567,0.8875389099121094,1.288806676864624,-1.0290087461471558,0.17869724333286285,0.22922877967357635,1.3120678663253784,-1.4144552946090698,0.3424469530582428,0.8669245839118958,1.2370812892913818,-0.8633149862289429,0.17228178679943085,0.2506020665168762,1.2580749988555908,-1.2245872020721436,0.3378198444843292,0.7323958277702332,1.2080851793289185,0.03671658784151077,0.0891411304473877,0.4140988290309906,1.2088135480880737,-0.026524249464273453,0.10734687745571136,0.756081223487854,1.9062691926956177,-0.3497667908668518,0.036217834800481796,0.4652637839317322,1.8864598274230957,-0.29025372862815857,0.03786907345056534,0.7892059087753296,2.6123478412628174,0.2180318534374237,0.013446732424199581,0.4968310296535492,2.557533025741577,0.03716018795967102,0.01749088242650032,0.7985501885414124,2.7249882221221924,0.2719038724899292,0.008278410881757736,0.49114713072776794,2.6596181392669678,0.05917908996343613,0.009623974561691284,0.7554863095283508,2.817150354385376,-0.18814636766910553,0.014152422547340393,0.558817446231842,2.765393018722534,-0.4298461377620697,0.013752174563705921
