frame,shoulders,hips,left,right,diagonal_left,diagonal_right
388,0.24296638,0.13793118,0.46560386,0.46940914,0.49479228,0.5092519
389,0.24284008,0.13785769,0.46409854,0.46851796,0.4936499,0.5080955
390,0.24229811,0.13757944,0.46346003,0.4670838,0.49307865,0.5064645
391,0.2421505,0.13729669,0.46436426,0.46800506,0.4945011,0.5065812
392,0.24217355,0.13698985,0.46485913,0.46922305,0.49634796,0.5062127
393,0.24221653,0.13519785,0.464262,0.46948823,0.49556646,0.5058277
394,0.24225388,0.13571766,0.46323165,0.46931037,0.49458995,0.50592995
395,0.24231793,0.13564281,0.46301582,0.47043177,0.494946,0.50639737
396,0.24203743,0.1353346,0.4645896,0.47369608,0.49791896,0.50771916
397,0.2418191,0.13432749,0.464993,0.47416383,0.49842465,0.50748736
398,0.2411523,0.13183351,0.4680154,0.4786087,0.5013896,0.5101261
399,0.24016085,0.13004154,0.4688215,0.48120832,0.5013289,0.51224756
400,0.24074325,0.13057898,0.4690282,0.4834844,0.50168234,0.5145988
401,0.24137272,0.13100833,0.46918508,0.48435917,0.50022465,0.5173504
402,0.24208191,0.13169414,0.46981245,0.48539114,0.5000219,0.51958585
403,0.24285014,0.13238575,0.4710284,0.48708078,0.50129515,0.52154964
404,0.24324192,0.13258737,0.47164622,0.48841935,0.5015922,0.52325904
405,0.24304403,0.13306923,0.47181922,0.48815936,0.5005144,0.5243986
406,0.24344888,0.1338506,0.46969664,0.48756826,0.49887848,0.5239431
407,0.24317202,0.13399366,0.46925735,0.48710573,0.49827307,0.5236934
408,0.24349764,0.13474615,0.4698796,0.4863928,0.4978299,0.524475
409,0.24304025,0.13385767,0.47033745,0.48626095,0.49810505,0.5239794
410,0.24289134,0.13443978,0.47038427,0.4840599,0.49632463,0.5239426
411,0.24265504,0.13259915,0.47059327,0.48414132,0.49625602,0.52335835
412,0.2424994,0.13452226,0.47100735,0.48326957,0.4968638,0.5232087
413,0.2421602,0.1325076,0.47218752,0.48283198,0.49746066,0.52229065
414,0.24210508,0.13260445,0.47226018,0.48291484,0.49774227,0.5221947
415,0.24210669,0.13333967,0.47257447,0.48241398,0.4982362,0.52188927
416,0.24198878,0.13322805,0.4732504,0.48284096,0.49954715,0.52155995
417,0.24201152,0.13101193,0.4756216,0.48592395,0.50255775,0.522656
418,0.24194968,0.13109042,0.47575247,0.4875114,0.5041114,0.52275795
419,0.24189168,0.131532,0.47850108,0.48909768,0.5055785,0.52553064
420,0.24195978,0.1314778,0.4803685,0.4943729,0.50992316,0.5279054
421,0.24198605,0.1319473,0.48048604,0.49499434,0.51006144,0.5286764
422,0.24227239,0.13237284,0.48206478,0.4976809,0.51234335,0.53066844
423,0.24211778,0.13250425,0.4821935,0.4973789,0.5120567,0.5308113
424,0.2421195,0.1325938,0.48211107,0.49689218,0.51191866,0.5304613
425,0.24216735,0.1326222,0.48169988,0.49449196,0.5118434,0.5279583
426,0.24239758,0.13380885,0.48083577,0.49312177,0.5114409,0.5268846
427,0.24198924,0.13369395,0.47844738,0.49110386,0.5095894,0.5244485
428,0.24183923,0.13369681,0.47490355,0.4873862,0.5059048,0.5212858
429,0.24175873,0.1335946,0.47091243,0.48394266,0.50276905,0.5173946
430,0.24143389,0.13367963,0.46953458,0.4823541,0.50130737,0.51603544
431,0.24136919,0.13395298,0.46935564,0.4813465,0.5014153,0.5149447
432,0.24143487,0.13377337,0.46941513,0.48126155,0.50142056,0.5148493
433,0.24164721,0.13412361,0.46980453,0.48221907,0.5026909,0.5150654
434,0.24165882,0.13419652,0.4698267,0.48233086,0.5025103,0.5154049
435,0.24174966,0.13387512,0.46990362,0.48280728,0.50256,0.51573986
436,0.24183254,0.13406609,0.47011715,0.48352093,0.50236714,0.5168989
437,0.242033,0.13427106,0.4701655,0.4848384,0.50233454,0.5183381
438,0.24218543,0.13442579,0.46914148,0.48332754,0.49975845,0.5186274
439,0.24274465,0.13454936,0.46958682,0.48461336,0.49988127,0.5203056
440,0.24259517,0.13401651,0.47043496,0.4842475,0.4993728,0.5209589
441,0.24253386,0.13340348,0.47111443,0.48550916,0.49963382,0.5221905
442,0.24269639,0.13355723,0.47103557,0.48611388,0.49896878,0.5234278
443,0.242876,0.13358337,0.47095492,0.48669964,0.49879077,0.5241203
444,0.2429828,0.13351502,0.47111723,0.48699558,0.498075,0.52522326
445,0.24286216,0.13351119,0.47220615,0.48860532,0.49896798,0.5268087
446,0.2425777,0.1337812,0.4719599,0.48786312,0.4981599,0.5267278
447,0.24251539,0.13373353,0.4707404,0.48768595,0.4974621,0.52607733
448,0.2426264,0.13461731,0.4714573,0.48854005,0.49897847,0.5265017
449,0.24190412,0.12404665,0.47318605,0.4890849,0.49956357,0.5229621
450,0.24134918,0.12443922,0.47390386,0.49022812,0.5016184,0.522742
451,0.24072754,0.12516436,0.4760584,0.49282202,0.5051403,0.5239043
452,0.24006605,0.12660871,0.47562343,0.49300513,0.50642574,0.5229082
453,0.23951262,0.12686716,0.47633272,0.49384472,0.50720197,0.5235727
454,0.23905334,0.12770794,0.47544312,0.49300277,0.5065045,0.5229159
455,0.23847574,0.1288728,0.47419804,0.49205902,0.5055632,0.52218914
456,0.23803584,0.12943746,0.47237024,0.4929812,0.50451833,0.52249223
457,0.23786533,0.12989126,0.47088584,0.49283758,0.50317925,0.52244085
458,0.23752242,0.13025112,0.46983588,0.4926437,0.50205636,0.522453
459,0.23720191,0.13056341,0.4704397,0.49456334,0.50308734,0.5238335
460,0.23687798,0.13208877,0.47025266,0.4942538,0.50301987,0.52405155
461,0.23672791,0.13225938,0.47022852,0.49273786,0.50289804,0.52279794
462,0.23736896,0.13294306,0.46997407,0.49168575,0.5029367,0.52203196
463,0.23764557,0.13330306,0.47028792,0.4913282,0.50347525,0.5217065
464,0.2381061,0.13348904,0.47044182,0.49161714,0.50394124,0.5218627
465,0.23884732,0.13328934,0.47077313,0.49186713,0.50439733,0.52205557
466,0.23965296,0.13349959,0.4691598,0.49193013,0.50341403,0.52186435
467,0.24015239,0.1326241,0.46977794,0.49060574,0.5024374,0.5219181
468,0.24083397,0.13374783,0.47093245,0.49044567,0.5035395,0.52247095
469,0.24174164,0.13491902,0.4718408,0.49317798,0.505244,0.52493536
470,0.24217913,0.13592699,0.47348878,0.49606937,0.5071516,0.52784073
471,0.24289644,0.13649909,0.47516474,0.49689507,0.5078385,0.5299483
472,0.24302436,0.13640618,0.4738479,0.49717325,0.50671756,0.5300536
473,0.24304566,0.13647942,0.4744617,0.49674937,0.5064392,0.5305514
474,0.2429646,0.1367524,0.47462404,0.49560124,0.5058691,0.53031224
475,0.24243756,0.1367775,0.4753963,0.49789548,0.5062405,0.53264046
476,0.24207348,0.13756563,0.47586212,0.501726,0.5063986,0.5366743
477,0.24139132,0.1376964,0.47041667,0.50052404,0.50096107,0.53562313
478,0.24142735,0.13755469,0.46926787,0.49938554,0.49858156,0.53574765
479,0.24133189,0.13622363,0.4681786,0.4990468,0.4968881,0.53541964
480,0.2424497,0.13559227,0.46492827,0.49920806,0.49402684,0.5352791
481,0.24311848,0.13467303,0.46425745,0.50156486,0.49266902,0.5378171
482,0.24320488,0.13569996,0.464385,0.5017164,0.49361557,0.5376633
483,0.24154685,0.13502482,0.466987,0.50389594,0.494725,0.5402469
484,0.241676,0.13510473,0.4672935,0.50500643,0.49530965,0.54104453
485,0.24101458,0.13472466,0.4686813,0.50582075,0.49742022,0.5407276
486,0.24060696,0.13293435,0.47005478,0.5060754,0.49755594,0.5412025
487,0.24022289,0.1332063,0.4717725,0.5080565,0.5004373,0.54187554
488,0.23993361,0.1338484,0.4716833,0.50794274,0.50035954,0.5419753
489,0.23955551,0.13374813,0.47248125,0.50769633,0.5014528,0.5413156
490,0.2388103,0.13447331,0.47226474,0.5076692,0.5017585,0.54092836
491,0.23579992,0.12885578,0.47352627,0.5108382,0.5028642,0.5406948
492,0.23436865,0.12918457,0.47213706,0.51000255,0.5017115,0.53952575
493,0.23257227,0.1295185,0.47100633,0.5083815,0.50064313,0.5377176
494,0.23199412,0.12964354,0.47023505,0.50758773,0.49978533,0.5370057
495,0.23156734,0.12976055,0.47025508,0.5062805,0.49982122,0.53575015
496,0.2316235,0.13031848,0.46993288,0.50590867,0.49957484,0.53560203
497,0.23165035,0.13087887,0.4699887,0.5054084,0.4994338,0.5355869
498,0.23176412,0.13124014,0.47024024,0.505397,0.4998251,0.5356226
499,0.23272055,0.13153073,0.47071248,0.50539726,0.50053364,0.5357534
500,0.23252319,0.1281376,0.47111276,0.5052116,0.5003354,0.5346241
501,0.23276493,0.12762497,0.4714034,0.50496745,0.50064594,0.53421193
502,0.2327528,0.12658389,0.47091338,0.5041803,0.4996699,0.5335161
503,0.23316008,0.12720326,0.47088608,0.5037332,0.49978578,0.5333423
504,0.2335142,0.12777822,0.46962312,0.5030142,0.49987578,0.53174746
505,0.23399632,0.12794134,0.4700508,0.5029587,0.50006545,0.5321085
506,0.23487872,0.12876336,0.47101268,0.5041369,0.5014394,0.5333407
507,0.23559582,0.12963451,0.47247007,0.5046165,0.50254905,0.53464246
508,0.23733227,0.13054325,0.4728842,0.5056404,0.50332844,0.5360462
509,0.23856716,0.13167359,0.473148,0.5049085,0.50337684,0.5363955
510,0.23946452,0.13302138,0.4711612,0.5030407,0.5025447,0.53446716
511,0.23985617,0.13350448,0.46885666,0.49995297,0.49928916,0.53296417
512,0.24035919,0.1339317,0.46963763,0.49896848,0.49893147,0.5334655
513,0.24085382,0.13441274,0.47006884,0.49897125,0.49952275,0.53364706
514,0.24204673,0.1348242,0.4702686,0.49872404,0.5000176,0.533628
515,0.24261796,0.13446063,0.47080025,0.49905032,0.5007695,0.53367805
516,0.24314122,0.13439862,0.47131324,0.49973488,0.50184494,0.53384906
517,0.24324465,0.13413358,0.472177,0.50090617,0.50336576,0.53415793
518,0.24311213,0.13130079,0.473724,0.5035806,0.5047081,0.5354137
519,0.24299756,0.13233896,0.47330242,0.50339156,0.5050132,0.534995
520,0.24287637,0.13153571,0.47394034,0.5028253,0.5055444,0.5341656
521,0.24304608,0.13226618,0.47439322,0.5028414,0.50578475,0.53474927
522,0.24307233,0.13268967,0.474498,0.5021303,0.5060263,0.5341653
523,0.24318299,0.13315862,0.4748993,0.501975,0.5068551,0.5338376
524,0.24308482,0.13351929,0.4749843,0.50221467,0.50768495,0.5334678
525,0.24329236,0.13419992,0.47500938,0.502195,0.50786114,0.5336669
526,0.24340355,0.13411392,0.475115,0.5018562,0.50771993,0.5335839
527,0.24391274,0.13573796,0.47449893,0.5014031,0.5079196,0.533274
528,0.24428181,0.13577558,0.47450995,0.50005585,0.5068247,0.53323597
529,0.2444463,0.13594855,0.47563565,0.5004787,0.5078548,0.5337962
530,0.24546011,0.13639979,0.4778932,0.5019339,0.5104029,0.53522867
531,0.24640141,0.13586031,0.4804189,0.5049117,0.5123888,0.5383745
532,0.24691175,0.13355444,0.48264214,0.5093445,0.51376307,0.5422422
533,0.2479987,0.13485597,0.48513708,0.5127494,0.5156836,0.5466928
534,0.24874613,0.13646752,0.48022646,0.5103631,0.5139353,0.542539
535,0.24901624,0.13845909,0.4850087,0.5088386,0.5146649,0.5458938
536,0.24965617,0.14005214,0.48876318,0.51034725,0.5183692,0.54807824
537,0.25075632,0.14030549,0.49320745,0.51239306,0.5229369,0.5500621
538,0.25108075,0.13898963,0.4965437,0.5130112,0.52570564,0.5505251
539,0.25235575,0.14024247,0.49492595,0.51227224,0.5271785,0.54781777
540,0.25232455,0.13833523,0.49581897,0.5131154,0.527041,0.5486697
541,0.25311807,0.13990542,0.49694118,0.5153853,0.5288159,0.5510008
542,0.253582,0.14076863,0.49721655,0.51690805,0.52803385,0.55392915
543,0.25350475,0.1411058,0.49703658,0.5160923,0.52728134,0.5538771
544,0.25344208,0.14144239,0.4980366,0.51792085,0.5285582,0.5553833
545,0.25316286,0.1394352,0.49874684,0.51854384,0.5283306,0.55584234
546,0.25320795,0.14045708,0.5013367,0.52016777,0.5303384,0.55827075
547,0.25117442,0.12580758,0.5039958,0.5230673,0.53034383,0.5562664
548,0.25116867,0.12952453,0.50253505,0.5186443,0.5299633,0.55286366
549,0.2509712,0.13059945,0.5021842,0.5179657,0.5319786,0.5503864
550,0.25078827,0.1320055,0.4999765,0.5162919,0.5327975,0.54654884
551,0.25075617,0.13223575,0.49689898,0.5149128,0.52842534,0.5467789
552,0.24942116,0.13129078,0.49233907,0.5106375,0.5232492,0.542858
553,0.24820153,0.12874973,0.48944664,0.50889134,0.519458,0.54077107
554,0.24738061,0.13020772,0.48707902,0.5064475,0.51680475,0.5393603
555,0.24709421,0.1337738,0.48331523,0.5037862,0.51469773,0.5370195
556,0.24588881,0.13243456,0.48206723,0.5025275,0.51276505,0.5356584
557,0.2440451,0.13409142,0.47951934,0.498594,0.5104848,0.5321838
558,0.24359734,0.13465041,0.4789601,0.49731266,0.50979453,0.53130066
559,0.24161942,0.13471518,0.477932,0.49421403,0.5085047,0.5282728
560,0.24156412,0.13483487,0.47827917,0.49383405,0.509041,0.527764
561,0.24149406,0.13485028,0.477354,0.49285758,0.5081757,0.5268366
562,0.24045983,0.13490124,0.47568688,0.48972106,0.50636005,0.52392393
563,0.24040549,0.1353923,0.4747508,0.48775148,0.50567293,0.5221214
564,0.24031384,0.13505886,0.47542384,0.48778045,0.5056888,0.522581
565,0.23955363,0.13443193,0.47535658,0.48824206,0.5056024,0.5225425
566,0.2395148,0.13462175,0.47479632,0.48789,0.50522476,0.5221427
567,0.23979872,0.1348778,0.47410148,0.48723766,0.50467724,0.5216216
568,0.2401439,0.1351874,0.47248206,0.4849917,0.50255907,0.5203485
569,0.24038796,0.13555749,0.47219694,0.4839675,0.50208217,0.51984096
570,0.24051377,0.13557455,0.47268966,0.48460385,0.5027342,0.5202891
571,0.24101913,0.13607137,0.47267684,0.48616523,0.50258166,0.5222251
572,0.24118781,0.13605244,0.47288966,0.48784798,0.50229657,0.5242795
573,0.24118902,0.1359836,0.47318962,0.4889289,0.5024503,0.52536815
574,0.24128391,0.13594803,0.4740272,0.4903467,0.5029006,0.52701515
575,0.2421723,0.13585946,0.47502527,0.49194968,0.5040815,0.5284566
576,0.24241975,0.13636053,0.4744808,0.49360645,0.50420684,0.5296428
577,0.24245583,0.13658816,0.47211882,0.49117005,0.50173354,0.5277313
578,0.24274574,0.13691482,0.47094026,0.48865828,0.5007129,0.5255588
579,0.24239843,0.13719763,0.47098717,0.48632014,0.5013086,0.52292573
580,0.24249029,0.13672236,0.4701014,0.4848404,0.50044936,0.52138686
581,0.2423364,0.1367146,0.46945068,0.48414597,0.49989596,0.52064145
582,0.24223796,0.1365726,0.46962577,0.48388633,0.49973205,0.52063185
583,0.24229851,0.1367888,0.4697792,0.48425767,0.49998704,0.52098364
584,0.2421105,0.13511507,0.47059074,0.48299152,0.5001432,0.5195884
585,0.24245133,0.13523951,0.46979517,0.4820788,0.49968183,0.51861
586,0.24242023,0.13358201,0.4702533,0.4831706,0.500509,0.5184482
587,0.24238487,0.13344885,0.47505134,0.48723662,0.5058031,0.52141017
588,0.24242684,0.13368192,0.4767622,0.48929846,0.5085171,0.522366
589,0.24232855,0.13439693,0.47645977,0.4895719,0.5088563,0.5223092
590,0.24104804,0.13417524,0.47632405,0.49006099,0.5088185,0.5222361
591,0.24080734,0.13357891,0.4783689,0.4916812,0.5105661,0.5235903
592,0.24025568,0.13262458,0.47880277,0.49305397,0.5114114,0.5238513
593,0.23958454,0.13211036,0.47838515,0.49094236,0.5115883,0.5209162
594,0.23940063,0.13262303,0.47892955,0.4891905,0.5120074,0.51957643
595,0.23895182,0.13279332,0.47967508,0.4872986,0.5128255,0.5176668
596,0.23869985,0.13259967,0.4800765,0.48675802,0.5133116,0.51690096
597,0.23831017,0.13282147,0.48264137,0.48880026,0.5168442,0.5176944
598,0.23803192,0.13335124,0.48734608,0.49200165,0.5199567,0.5221907
599,0.23705564,0.13310002,0.4875087,0.4931312,0.521294,0.521696
600,0.23686242,0.13426313,0.48710313,0.49273688,0.52073514,0.52198416
601,0.23595364,0.13486521,0.48730633,0.49264595,0.5201618,0.5227045
602,0.23566146,0.13492134,0.48709613,0.49337536,0.52034223,0.522957
603,0.23544991,0.13492188,0.48773447,0.49482903,0.5212501,0.5239563
604,0.23520628,0.13494846,0.4880697,0.4965565,0.5215228,0.5255638
605,0.23501308,0.13491276,0.48928344,0.4983464,0.52178866,0.5280521
606,0.23492438,0.13516992,0.48924366,0.49990863,0.5219216,0.52943015
607,0.2346601,0.13518015,0.4851345,0.49965015,0.51922584,0.52791613
608,0.23578665,0.1355078,0.4817672,0.4973629,0.51538336,0.52686477
609,0.23581359,0.13519935,0.48139626,0.4972765,0.51376754,0.52790225
610,0.235603,0.13533387,0.47975898,0.4957148,0.51127917,0.5273762
611,0.23534675,0.13662006,0.4761043,0.49447516,0.50936276,0.5251921
612,0.23427777,0.13593331,0.47462288,0.4929564,0.5068415,0.5242915
613,0.23351823,0.13432346,0.47342697,0.49382535,0.505441,0.5244196
614,0.23323445,0.13430469,0.47100842,0.49197757,0.502074,0.52366304
615,0.23306012,0.13531601,0.46700957,0.48791564,0.49783406,0.5207376
616,0.23358925,0.13570872,0.4659995,0.48642233,0.49619332,0.5203394
617,0.23313287,0.13511549,0.46488845,0.4869841,0.49504736,0.5205398
618,0.23317066,0.13516001,0.46375,0.48527887,0.49305284,0.5198826
619,0.23256703,0.13493295,0.46289596,0.48548925,0.49236324,0.51968455
620,0.232522,0.13494289,0.46304986,0.4847199,0.49184853,0.5196151
621,0.23220345,0.1348136,0.463168,0.48506176,0.491879,0.51986516
622,0.23175617,0.13443744,0.4641268,0.48540848,0.4933592,0.5193591
623,0.2316288,0.13452025,0.46390724,0.4849053,0.4928633,0.51917803
624,0.23052229,0.13382408,0.4650008,0.4849318,0.49453688,0.518
625,0.22993347,0.13387513,0.46550238,0.4832931,0.49456978,0.51680297
626,0.22964491,0.13370022,0.4662298,0.48259804,0.49556416,0.5157227
627,0.22878316,0.1331656,0.46628967,0.48202512,0.49543956,0.51490927
628,0.2291387,0.13275805,0.46694055,0.48129955,0.4965175,0.5137073
629,0.22863886,0.13299897,0.46695438,0.48054516,0.49677977,0.51274496
630,0.2275294,0.13255778,0.4668576,0.47960874,0.49628535,0.5117874
631,0.2271801,0.13286242,0.46678886,0.47866622,0.49619305,0.51098716
632,0.22667044,0.13285594,0.46712932,0.47793564,0.49610803,0.5105763
633,0.22660612,0.1323517,0.46775165,0.47795942,0.4963743,0.5106769
634,0.22658604,0.13206938,0.46783257,0.47779045,0.4963392,0.5104994
635,0.22669344,0.13211133,0.46842474,0.47848007,0.49695292,0.5111361
636,0.22677752,0.1320006,0.46847042,0.47848725,0.49702105,0.51109123
637,0.22741021,0.13204716,0.46853802,0.47875756,0.49717015,0.5114437
638,0.22772324,0.13217255,0.46818015,0.4787879,0.49663806,0.51179606
639,0.2281864,0.13223675,0.46812168,0.47896567,0.49657312,0.5121184
640,0.22904876,0.13227972,0.46693194,0.4789634,0.496854,0.5109742
641,0.22984627,0.13239382,0.46790585,0.47907656,0.49762574,0.51149076
642,0.2306029,0.13255328,0.46683535,0.4776464,0.4960607,0.5109727
643,0.231716,0.13303119,0.46666726,0.47900602,0.49672619,0.5119278
644,0.23229527,0.1330363,0.46658838,0.4791191,0.49705058,0.5117943
645,0.23337588,0.13351232,0.46798107,0.48081967,0.4986955,0.5135507
646,0.23374766,0.13359621,0.46803463,0.4822399,0.49867073,0.5150703
647,0.23514657,0.13385351,0.4674526,0.48196507,0.4986666,0.5147612
648,0.2359148,0.13411805,0.46655875,0.4809934,0.49787527,0.51413083
649,0.23667867,0.13425803,0.4659007,0.4789165,0.49701226,0.5127165
650,0.23673865,0.13436939,0.46568632,0.4764756,0.4965293,0.510808
651,0.23700884,0.13483708,0.46553904,0.47448513,0.49584585,0.5097931
652,0.23707584,0.1353682,0.4641507,0.4728672,0.49486294,0.5082418
653,0.23719302,0.13577317,0.46409276,0.4715768,0.49484172,0.50723857
654,0.23712206,0.13571878,0.46456608,0.4727724,0.49644008,0.5071668
655,0.23707226,0.13551702,0.46397167,0.47235823,0.49580958,0.5067445
656,0.23701313,0.13486634,0.4627348,0.47132117,0.49538603,0.5047303
657,0.23693909,0.13490678,0.46303427,0.47231725,0.4960656,0.50525755
658,0.23683381,0.13495466,0.46350718,0.47262943,0.4960453,0.50600207
659,0.23645306,0.13441701,0.46493128,0.47349486,0.4973024,0.50653523
660,0.23618047,0.1343224,0.46470597,0.47476736,0.49815568,0.50653934
661,0.2357355,0.13405621,0.46464914,0.47471243,0.4980651,0.506282
662,0.23531654,0.1339182,0.4644147,0.47458148,0.4979818,0.5058473
663,0.23482388,0.13390912,0.4642466,0.47322842,0.49770972,0.5045711
664,0.23463494,0.13326456,0.46490547,0.47258717,0.4976559,0.504297
665,0.23436934,0.1335736,0.4653412,0.4738548,0.4990492,0.50456893
666,0.23407984,0.13337657,0.46738195,0.47482836,0.50075984,0.50551844
667,0.23404548,0.13333255,0.46819827,0.4760199,0.5018791,0.5062479
668,0.23403281,0.1329932,0.47174746,0.47788322,0.5050789,0.5079688
669,0.23420207,0.13298754,0.47392392,0.47939888,0.5063963,0.5101578
670,0.23406792,0.13129124,0.47533765,0.47985625,0.50691646,0.5105809
671,0.23424534,0.13161471,0.4753557,0.4799293,0.5068989,0.5108781
672,0.23535019,0.13183792,0.47279456,0.47906345,0.5062431,0.5087012
673,0.2362779,0.13270454,0.47256526,0.47848666,0.5062888,0.5085461
674,0.23760481,0.1352701,0.47169176,0.47692576,0.5053965,0.50871164
675,0.23797423,0.13490796,0.47080818,0.47765863,0.505232,0.5086557
676,0.23856597,0.13578165,0.4711161,0.48072088,0.5059233,0.51166564
677,0.23878647,0.13660435,0.47102493,0.48328692,0.5056943,0.51462656
678,0.23898308,0.1364612,0.47110924,0.48518634,0.50620985,0.5159331
679,0.23910451,0.13570836,0.47177505,0.48855403,0.50646305,0.5190974
680,0.23935217,0.13520905,0.47256577,0.49132195,0.50702596,0.5216681
681,0.23954488,0.13431361,0.4737224,0.494676,0.5079511,0.5245672
682,0.23995675,0.13532262,0.4703801,0.49288994,0.50461257,0.5236367
683,0.24044329,0.13543583,0.4687372,0.4914103,0.5013057,0.52416015
684,0.24027327,0.13542329,0.46831933,0.49051914,0.4999237,0.5242514
685,0.24001949,0.1351678,0.46774274,0.4887365,0.4981642,0.52360976
686,0.23968391,0.13536611,0.4660597,0.48602226,0.49585155,0.52180994
687,0.23966889,0.13647178,0.46564382,0.4851997,0.49527004,0.5217413
688,0.24036665,0.13692893,0.46558496,0.48541525,0.49569702,0.52186763
689,0.24052015,0.13694891,0.46546048,0.48606172,0.49571532,0.5223738
690,0.24058416,0.13694848,0.4654152,0.48610753,0.49582955,0.5222802
691,0.24095668,0.1370094,0.4667761,0.48777843,0.49755648,0.5235224
692,0.24106331,0.13687561,0.4697538,0.49175632,0.501842,0.52573085
693,0.24117939,0.13687739,0.4711989,0.4939607,0.5039993,0.5270238
694,0.24102184,0.13558063,0.4738303,0.49707496,0.50726765,0.5285071
695,0.24060233,0.13463071,0.47750401,0.49956575,0.5099759,0.5310491
696,0.2400827,0.13379034,0.4775588,0.5007896,0.51095784,0.5307433
697,0.23973209,0.13259956,0.4792144,0.49944168,0.5119221,0.5294877
698,0.2393648,0.13213351,0.47992206,0.5015806,0.5146938,0.5290807
699,0.2391545,0.13172711,0.48084456,0.5008114,0.5144954,0.5292077
700,0.23898603,0.13154832,0.48113817,0.499167,0.51455754,0.5277816
701,0.23889543,0.1315076,0.48114008,0.49827978,0.5146029,0.526876
702,0.23880519,0.1313229,0.4812501,0.4972813,0.5148989,0.52565396
703,0.23886119,0.132183,0.48033354,0.49751973,0.51516986,0.5251404
704,0.23907936,0.13266401,0.48123997,0.49694332,0.5155407,0.5253749
705,0.23907304,0.13204242,0.48137054,0.4973999,0.515402,0.525774
706,0.23922636,0.13237013,0.47871438,0.49490497,0.51307845,0.52344507
707,0.23936951,0.13262397,0.47862542,0.49426013,0.51254636,0.5234471
708,0.23955294,0.13359687,0.47858563,0.4940387,0.51163584,0.52460253
709,0.23989485,0.13410151,0.47875488,0.49520785,0.5118884,0.52591187
710,0.24031307,0.13430096,0.47888136,0.4979711,0.511741,0.5289227
711,0.24073191,0.13429125,0.47938183,0.49905115,0.5122038,0.53003573
712,0.24148405,0.13429634,0.4799977,0.5000983,0.51184547,0.5321246
713,0.24258561,0.13434127,0.47990823,0.5000072,0.5115338,0.532564
714,0.24429022,0.13529693,0.48058817,0.50000477,0.5131988,0.5324454
715,0.24442327,0.13613959,0.48104402,0.5002285,0.5138513,0.5328617
716,0.24471644,0.13551834,0.4826097,0.5017719,0.51515824,0.5342568
717,0.24484032,0.13671625,0.48160517,0.5018853,0.514872,0.5342822
718,0.24499017,0.13803522,0.48111036,0.5001702,0.51441014,0.53334445
719,0.24517511,0.13909732,0.48014817,0.495857,0.510956,0.53240037
720,0.24548425,0.13970965,0.47946483,0.4941139,0.509286,0.53215295
721,0.24592565,0.14058931,0.4792155,0.49299467,0.5085843,0.53209937
722,0.24604847,0.14035265,0.4791785,0.49253032,0.50857615,0.5315708
723,0.24571371,0.13993426,0.4789926,0.49190864,0.5084069,0.53071034
724,0.24481502,0.13910095,0.4805912,0.49508914,0.51137775,0.5316031
725,0.2429055,0.1381677,0.48153383,0.49705392,0.51186526,0.5328778
726,0.24115534,0.13700792,0.48081577,0.49681896,0.51113594,0.5317185
727,0.24031861,0.13709252,0.4796889,0.4960381,0.51021063,0.53067327
728,0.23823999,0.13611469,0.4783033,0.49656698,0.5097255,0.5293544
729,0.23691931,0.13381572,0.47689041,0.49536863,0.5076949,0.52753484
730,0.23660392,0.13344656,0.4741579,0.49464932,0.50534415,0.52636075
731,0.2366308,0.13378263,0.47121271,0.49364325,0.50288016,0.52523893
732,0.23620625,0.13363886,0.46913224,0.492475,0.5009924,0.52388364
733,0.23544274,0.13304612,0.4685088,0.491736,0.50007296,0.52305347
734,0.23534912,0.13278951,0.4672351,0.49088523,0.49884433,0.52213705
735,0.23522778,0.1324751,0.46726158,0.490121,0.49870998,0.5214201
736,0.2353933,0.13255166,0.46747535,0.48969385,0.4986603,0.52135575
737,0.23504592,0.13254999,0.47088793,0.49366435,0.5027222,0.52414197
738,0.2350656,0.13291666,0.47485307,0.49744496,0.5067432,0.52757925
739,0.23511475,0.13319,0.47805485,0.49998912,0.50899297,0.5308653
740,0.23527518,0.13349941,0.48108152,0.5017813,0.51094013,0.53363454
741,0.23547423,0.13209024,0.48223796,0.5034883,0.51178783,0.5348907
742,0.23553818,0.13104285,0.48424456,0.50479376,0.5128681,0.5364779
743,0.2359076,0.13281088,0.4843806,0.5053957,0.51397896,0.5369503
744,0.23637378,0.13374835,0.48456785,0.5026894,0.5125151,0.5365878
745,0.23652308,0.13396043,0.48180187,0.5011918,0.5105168,0.53469884
746,0.23719193,0.13458155,0.47926214,0.49849036,0.50703377,0.5336684
747,0.23731081,0.13420688,0.47570044,0.49646786,0.505666,0.52968407
748,0.2383792,0.13448673,0.47408578,0.49461192,0.5044226,0.5280846
749,0.23925805,0.13456252,0.47302946,0.49383706,0.5043323,0.526737
750,0.240188,0.13551381,0.47242218,0.49182564,0.5026362,0.5266537
751,0.2406082,0.1356523,0.47251597,0.4917516,0.5027257,0.5267593
752,0.24113955,0.13601698,0.47309846,0.4904066,0.5025066,0.52658606
753,0.24206857,0.13611756,0.4734011,0.49061513,0.5026998,0.5271588
754,0.24224226,0.1367982,0.47466668,0.49099243,0.5033606,0.5283936
755,0.24291423,0.13695332,0.47600183,0.49257943,0.50472873,0.53000647
756,0.24362674,0.13732493,0.47720465,0.4932095,0.50584877,0.53097
